Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,30.3,63,1.71,,30.3,63,1.71,,30.3,63,1.71,30.3,,,,30.3,30.3,,,23.3,22.2,17.1,21.4,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,30.6,62,1.97,,30.6,62,1.97,,30.6,62,1.97,30.6,,,,30.6,30.6,,,23.3,22.2,17.1,21.4,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,28.0,57,0.01,,28.0,57,0.01,,28.0,57,0.01,28.0,,,,28.0,28.0,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,28.1,58,0.35,,28.1,58,0.35,,28.1,58,0.35,28.1,,,,28.1,28.1,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,27.9,57,0.6,,27.9,57,0.6,,27.9,57,0.6,27.9,,,,27.9,27.9,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,28.5,55,0.95,,28.5,55,0.95,,28.5,55,0.95,28.5,,,,28.5,28.5,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,27.9,57,1.71,,27.9,57,1.71,,27.9,57,1.71,27.9,,,,27.9,27.9,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,28.0,56,1.71,,28.0,56,1.71,,28.0,56,1.71,28.0,,,,28.0,28.0,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181.0,82.0,6.0,0.4,1.2,28.3,56,1.97,,28.3,56,1.97,,28.3,56,1.97,28.3,,,,28.3,28.3,,,24.0,22.2,19.4,23.0,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.7,41,0.01,,29.7,41,0.01,,29.7,41,0.01,29.7,,,,29.7,29.7,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,30.2,42,0.35,,30.2,42,0.35,,30.2,42,0.35,30.2,,,,30.2,30.2,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.6,43,0.6,,29.6,43,0.6,,29.6,43,0.6,29.6,,,,29.6,29.6,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.4,44,0.95,,29.4,44,0.95,,29.4,44,0.95,29.4,,,,29.4,29.4,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.8,44,1.21,,29.8,44,1.21,,29.8,44,1.21,29.8,,,,29.8,29.8,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.6,44,1.71,,29.6,44,1.71,,29.6,44,1.71,29.6,,,,29.6,29.6,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180.0,70.0,1.0,0.4,1.2,29.6,44,1.97,,29.6,44,1.97,,29.6,44,1.97,29.6,,,,29.6,29.6,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,29.9,43,0.01,,29.9,43,0.01,,29.9,43,0.01,29.9,,,,29.9,29.9,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,29.8,44,0.35,,29.8,44,0.35,,29.8,44,0.35,29.8,,,,29.8,29.8,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,29.7,44,0.6,,29.7,44,0.6,,29.7,44,0.6,29.7,,,,29.7,29.7,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,29.4,45,0.95,,29.4,45,0.95,,29.4,45,0.95,29.4,,,,29.4,29.4,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,29.4,44,1.21,,29.4,44,1.21,,29.4,44,1.21,29.4,,,,29.4,29.4,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,30.3,43,1.71,,30.3,43,1.71,,30.3,43,1.71,30.3,,,,30.3,30.3,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,2.0,0.35,1.2,30.1,43,1.97,,30.1,43,1.97,,30.1,43,1.97,30.1,,,,30.1,30.1,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.2,44,0.01,,30.2,44,0.01,,30.2,44,0.01,30.2,,,,30.2,30.2,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.2,43,0.35,,30.2,43,0.35,,30.2,43,0.35,30.2,,,,30.2,30.2,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.4,43,0.6,,30.4,43,0.6,,30.4,43,0.6,30.4,,,,30.4,30.4,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.6,42,0.95,,30.6,42,0.95,,30.6,42,0.95,30.6,,,,30.6,30.6,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.5,42,1.21,,30.5,42,1.21,,30.5,42,1.21,30.5,,,,30.5,30.5,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.4,43,1.71,,30.4,43,1.71,,30.4,43,1.71,30.4,,,,30.4,30.4,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157.0,50.0,1.0,0.17,1.2,30.2,43,1.97,,30.2,43,1.97,,30.2,43,1.97,30.2,,,,30.2,30.2,,,22.8,22.2,17.7,21.8,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,27.9,47,0.01,,27.9,47,0.01,,27.9,47,0.01,27.9,,,,27.9,27.9,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,27.5,49,0.35,,27.5,49,0.35,,27.5,49,0.35,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,27.5,50,0.6,,27.5,50,0.6,,27.5,50,0.6,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,27.8,49,0.95,,27.8,49,0.95,,27.8,49,0.95,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,28.2,47,1.21,,28.2,47,1.21,,28.2,47,1.21,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,28.5,45,1.71,,28.5,45,1.71,,28.5,45,1.71,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160.0,48.0,2.0,0.58,1.2,28.5,45,1.97,,28.5,45,1.97,,28.5,45,1.97,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,27.8,49,0.01,,27.8,49,0.01,,27.8,49,0.01,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.0,47,0.35,,28.0,47,0.35,,28.0,47,0.35,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.5,45,0.6,,28.5,45,0.6,,28.5,45,0.6,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.1,48,0.95,,28.1,48,0.95,,28.1,48,0.95,28.1,,,,28.1,28.1,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.0,48,1.21,,28.0,48,1.21,,28.0,48,1.21,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.4,47,1.71,,28.4,47,1.71,,28.4,47,1.71,28.4,,,,28.4,28.4,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168.0,70.0,1.0,0.4,1.2,28.2,47,1.97,,28.2,47,1.97,,28.2,47,1.97,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,27.8,59,0.01,,27.8,59,0.01,,27.8,59,0.01,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,28.0,48,0.35,,28.0,48,0.35,,28.0,48,0.35,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,27.8,51,0.6,,27.8,51,0.6,,27.8,51,0.6,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,27.9,51,0.95,,27.9,51,0.95,,27.9,51,0.95,27.9,,,,27.9,27.9,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,27.8,51,1.21,,27.8,51,1.21,,27.8,51,1.21,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,28.0,51,1.71,,28.0,51,1.71,,28.0,51,1.71,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170.0,61.0,6.0,0.35,1.2,28.0,51,1.97,,28.0,51,1.97,,28.0,51,1.97,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,27.8,49,0.01,,27.8,49,0.01,,27.8,49,0.01,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,28.3,47,0.35,,28.3,47,0.35,,28.3,47,0.35,28.3,,,,28.3,28.3,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,28.5,46,0.95,,28.5,46,0.95,,28.5,46,0.95,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,28.5,46,0.95,,28.5,46,0.95,,28.5,46,0.95,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,28.2,47,1.21,,28.2,47,1.21,,28.2,47,1.21,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,27.2,49,1.71,,27.2,49,1.71,,27.2,49,1.71,27.2,,,,27.2,27.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187.0,85.0,2.0,0.35,1.2,27.5,50,1.97,,27.5,50,1.97,,27.5,50,1.97,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,27.6,49,0.35,,27.6,49,0.35,,27.6,49,0.35,27.6,,,,27.6,27.6,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,28.0,50,0.6,,28.0,50,0.6,,28.0,50,0.6,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,28.4,48,0.95,,28.4,48,0.95,,28.4,48,0.95,28.4,,,,28.4,28.4,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,28.2,48,1.21,,28.2,48,1.21,,28.2,48,1.21,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,27.5,50,1.71,,27.5,50,1.71,,27.5,50,1.71,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,168.0,52.0,1.0,0.4,1.2,27.5,51,1.97,,27.5,51,1.97,,27.5,51,1.97,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,27.8,49,0.01,,27.8,49,0.01,,27.8,49,0.01,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,27.5,51,0.35,,27.5,51,0.35,,27.5,51,0.35,27.5,,,,27.5,27.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,28.3,47,0.6,,28.3,47,0.6,,28.3,47,0.6,28.3,,,,28.3,28.3,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,28.1,49,0.95,,28.1,49,0.95,,28.1,49,0.95,28.1,,,,28.1,28.1,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,27.7,51,1.21,,27.7,51,1.21,,27.7,51,1.21,27.7,,,,27.7,27.7,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,28.1,50,1.71,,28.1,50,1.71,,28.1,50,1.71,28.1,,,,28.1,28.1,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174.0,65.0,4.0,0.4,1.2,28.4,49,1.97,,28.4,49,1.97,,28.4,49,1.97,28.4,,,,28.4,28.4,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,27.7,50,0.01,,27.7,50,0.01,,27.7,50,0.01,27.7,,,,27.7,27.7,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,27.8,49,0.35,,27.8,49,0.35,,27.8,49,0.35,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,28.5,47,0.6,,28.5,47,0.6,,28.5,47,0.6,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,28.5,48,0.95,,28.5,48,0.95,,28.5,48,0.95,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,28.5,46,1.21,,28.5,46,1.21,,28.5,46,1.21,28.5,,,,28.5,28.5,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,28.2,49,1.71,,28.2,49,1.71,,28.2,49,1.71,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,174.0,68.0,2.0,0.35,1.2,28.0,50,1.97,,28.0,50,1.97,,28.0,50,1.97,28.0,,,,28.0,28.0,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,28.1,48,0.01,,28.1,48,0.01,,28.1,48,0.01,28.1,,,,28.1,28.1,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,27.6,50,0.35,,27.6,50,0.35,,27.6,50,0.35,27.6,,,,27.6,27.6,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,28.1,49,0.6,,28.1,49,0.6,,28.1,49,0.6,28.1,,,,28.1,28.1,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,28.3,46,0.95,,28.3,46,0.95,,28.3,46,0.95,28.3,,,,28.3,28.3,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,28.7,48,1.21,,28.7,48,1.21,,28.7,48,1.21,28.7,,,,28.7,28.7,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,28.2,49,1.71,,28.2,49,1.71,,28.2,49,1.71,28.2,,,,28.2,28.2,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,178.0,65.0,2.0,0.35,1.2,27.8,50,1.97,,27.8,50,1.97,,27.8,50,1.97,27.8,,,,27.8,27.8,,,22.2,22.2,18.7,22.6,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,159.0,56.0,4.0,0.39,1.2,28.2,58,0.01,,28.2,58,0.01,,28.2,58,0.01,28.2,,,,28.2,28.2,,,23.3,22.2,17.1,21.4,,
